file,dataset,subject_id,fs,window_idx,t_start_s,t_end_s,label,n_peaks,hr_mean,rr_gap_s,rr_ratio,template_r_median,rule1_hr,rule2_gap,rule3_ratio,reason
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,33,165.0,175.0,unfit,15,91.5,0.78,2.6,0.9832,True,True,False,rr_ratio_high
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,34,170.0,180.0,unfit,16,97.19,0.69,2.3,0.995,True,True,False,rr_ratio_high
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,35,175.0,185.0,excellent,16,93.07,0.68,1.097,0.9938,True,True,True,all_pass
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,36,180.0,190.0,excellent,16,94.04,0.69,1.19,0.9964,True,True,True,all_pass
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,37,185.0,195.0,excellent,15,92.41,0.69,1.19,0.9962,True,True,True,all_pass
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,38,190.0,200.0,excellent,15,88.7,0.71,1.109,0.9964,True,True,True,all_pass
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,39,195.0,205.0,unfit,16,92.02,0.75,2.419,0.9949,True,True,False,rr_ratio_high
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,40,200.0,210.0,unfit,15,93.96,0.75,2.419,0.9942,True,True,False,rr_ratio_high
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,41,205.0,215.0,excellent,16,96.67,0.74,2.176,0.9892,True,True,True,all_pass
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,42,210.0,220.0,unfit,16,98.9,0.79,2.633,0.9814,True,True,False,rr_ratio_high
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,43,215.0,225.0,unfit,15,89.65,0.82,2.733,0.9802,True,True,False,rr_ratio_high
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,44,220.0,230.0,excellent,15,85.8,0.82,1.302,0.9911,True,True,True,all_pass
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,45,225.0,235.0,unfit,16,93.07,0.71,2.219,0.9973,True,True,False,rr_ratio_high
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,46,230.0,240.0,unfit,16,97.61,0.74,2.312,0.9922,True,True,False,rr_ratio_high
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,47,235.0,245.0,excellent,16,93.56,0.78,2.108,0.9894,True,True,True,all_pass
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,48,240.0,250.0,excellent,15,91.4,0.78,2.108,0.989,True,True,True,all_pass
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,49,245.0,255.0,excellent,14,83.51,0.79,1.254,0.9928,True,True,True,all_pass
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,50,250.0,260.0,excellent,14,80.91,0.79,1.113,0.9962,True,True,True,all_pass
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,51,255.0,265.0,excellent,14,84.42,0.75,1.19,0.9977,True,True,True,all_pass
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,52,260.0,270.0,excellent,14,87.05,0.73,1.159,0.9972,True,True,True,all_pass
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,53,265.0,275.0,unfit,16,96.77,0.73,2.355,0.9951,True,True,False,rr_ratio_high
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,54,270.0,280.0,unfit,16,99.56,0.71,2.29,0.9962,True,True,False,rr_ratio_high
S01_1_20260429_162631_cleaned.csv,BP-protocol,S01,100,55,275.0,285.0,unfit,16,99.12,0.75,2.419,0.9931,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,0,0.0,10.0,unfit,14,90.07,0.78,2.364,0.9916,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,1,5.0,15.0,unfit,15,96.44,0.77,2.484,0.9964,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,2,10.0,20.0,unfit,15,89.46,0.75,2.419,0.9971,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,3,15.0,25.0,excellent,14,83.33,0.75,1.071,0.9991,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,4,20.0,30.0,excellent,14,84.32,0.74,1.072,0.9983,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,5,25.0,35.0,excellent,14,83.87,0.74,1.072,0.9986,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,6,30.0,40.0,excellent,14,83.78,0.73,1.074,0.9983,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,7,35.0,45.0,excellent,15,85.63,0.73,1.074,0.9987,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,8,40.0,50.0,excellent,15,87.23,0.72,1.091,0.998,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,9,45.0,55.0,excellent,14,86.19,0.73,1.106,0.9978,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,10,50.0,60.0,excellent,14,85.43,0.73,1.123,0.9986,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,11,55.0,65.0,excellent,17,100.42,0.79,2.194,0.9934,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,12,60.0,70.0,excellent,16,99.12,0.79,2.194,0.9935,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,13,65.0,75.0,excellent,14,84.51,0.76,1.118,0.9981,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,14,70.0,80.0,excellent,14,82.63,0.77,1.132,0.9964,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,15,75.0,85.0,excellent,13,81.26,0.77,1.085,0.9988,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,16,80.0,90.0,excellent,14,82.45,0.75,1.056,0.9992,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,17,85.0,95.0,excellent,14,81.68,0.75,1.056,0.9991,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,18,90.0,100.0,excellent,14,82.19,0.75,1.071,0.999,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,19,95.0,105.0,excellent,14,83.16,0.74,1.057,0.9986,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,20,100.0,110.0,excellent,14,84.6,0.74,1.088,0.9975,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,21,105.0,115.0,excellent,14,85.62,0.75,1.119,0.9979,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,22,110.0,120.0,unfit,16,99.45,0.75,2.5,0.9966,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,23,115.0,125.0,unfit,16,97.09,0.71,2.367,0.9968,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,24,120.0,130.0,excellent,15,87.59,0.71,1.076,0.9985,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,25,125.0,135.0,excellent,15,88.14,0.71,1.076,0.9963,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,26,130.0,140.0,unfit,15,92.11,0.74,2.387,0.9966,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,27,135.0,145.0,unfit,15,91.9,0.74,2.387,0.9957,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,28,140.0,150.0,excellent,14,86.28,0.72,1.091,0.9958,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,29,145.0,155.0,excellent,15,85.63,0.73,1.106,0.9963,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,30,150.0,160.0,excellent,15,86.96,0.72,1.075,0.9975,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,31,155.0,165.0,unfit,15,93.65,0.71,2.367,0.9974,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,32,160.0,170.0,unfit,15,92.51,0.71,2.367,0.9974,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,33,165.0,175.0,unfit,16,93.95,0.74,2.467,0.9983,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,34,170.0,180.0,unfit,16,97.93,0.74,2.467,0.9968,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,35,175.0,185.0,excellent,15,88.33,0.72,1.714,0.9981,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,36,180.0,190.0,excellent,15,86.15,0.73,1.106,0.9966,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,37,185.0,195.0,excellent,15,85.89,0.74,1.121,0.9964,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,38,190.0,200.0,unfit,16,97.3,0.76,2.533,0.9958,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,39,195.0,205.0,unfit,18,110.63,0.76,2.533,0.9935,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,40,200.0,210.0,unfit,23,146.18,0.7,2.258,0.9706,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,41,205.0,215.0,excellent,29,174.64,0.37,1.233,0.9749,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,42,210.0,220.0,excellent,28,168.57,0.41,1.367,0.8986,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,43,215.0,225.0,unfit,28,165.47,0.41,1.281,0.4548,True,True,True,template_low
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,44,220.0,230.0,unfit,28,169.1,0.41,1.323,0.4694,True,True,True,template_low
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,45,225.0,235.0,unfit,23,143.79,0.71,2.367,0.0,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,46,230.0,240.0,unfit,19,113.33,0.72,2.4,0.9981,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,47,235.0,245.0,unfit,18,106.14,0.71,2.367,0.9981,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,48,240.0,250.0,excellent,14,89.66,0.68,1.046,0.9977,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,49,245.0,255.0,excellent,15,90.42,0.68,1.062,0.9983,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,50,250.0,260.0,excellent,16,91.37,0.68,1.062,0.998,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,51,255.0,265.0,excellent,16,93.26,0.67,1.117,0.9975,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,52,260.0,270.0,excellent,16,98.25,0.65,1.14,0.9899,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,53,265.0,275.0,unfit,18,110.27,0.69,2.3,0.9855,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,54,270.0,280.0,unfit,17,100.52,0.72,2.4,0.998,True,True,False,rr_ratio_high
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,55,275.0,285.0,excellent,15,85.8,0.75,1.119,0.9973,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,56,280.0,290.0,excellent,14,85.25,0.74,1.088,0.9987,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,57,285.0,295.0,excellent,14,84.51,0.73,1.058,0.9986,True,True,True,all_pass
S01_20260508_134606_cleaned.csv,BP-protocol,S01,100,58,290.0,300.0,unfit,15,89.46,0.76,2.375,0.998,True,True,False,rr_ratio_high
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,0,0.0,10.0,unfit,24,148.71,0.49,1.324,0.482,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,1,5.0,15.0,unfit,24,144.5,0.5,1.351,0.4858,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,2,10.0,20.0,unfit,24,140.82,0.51,1.378,0.4899,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,3,15.0,25.0,unfit,23,139.98,0.52,1.405,0.4918,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,4,20.0,30.0,excellent,23,142.39,0.51,1.378,0.9854,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,5,25.0,35.0,unfit,23,140.28,0.52,1.405,0.491,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,6,30.0,40.0,unfit,24,139.39,0.52,1.444,0.4939,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,7,35.0,45.0,excellent,23,138.22,0.54,1.5,0.9811,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,8,40.0,50.0,unfit,23,136.93,0.54,1.459,0.4916,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,9,45.0,55.0,unfit,24,144.2,0.5,1.351,0.4938,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,10,50.0,60.0,excellent,24,146.03,0.52,1.405,0.9803,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,11,55.0,65.0,excellent,23,138.66,0.57,1.541,0.9723,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,12,60.0,70.0,unfit,22,138.16,0.57,1.541,0.4937,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,13,65.0,75.0,excellent,22,132.91,0.57,1.541,0.985,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,14,70.0,80.0,excellent,22,131.25,0.57,1.541,0.9607,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,15,75.0,85.0,excellent,23,133.47,0.57,1.541,0.9953,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,16,80.0,90.0,acceptable,24,145.72,0.51,1.645,0.8567,True,True,True,borderline_template
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,17,85.0,95.0,excellent,24,145.26,0.53,1.71,0.9454,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,18,90.0,100.0,unfit,24,141.1,0.52,1.444,0.4923,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,19,95.0,105.0,excellent,24,145.57,0.48,1.333,0.988,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,20,100.0,110.0,unfit,25,154.51,0.47,1.516,0.4873,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,21,105.0,115.0,excellent,24,148.55,0.56,1.806,0.8665,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,22,110.0,120.0,excellent,23,133.6,0.56,1.514,0.9886,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,23,115.0,125.0,unfit,24,139.68,0.56,1.514,0.4639,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,24,120.0,130.0,unfit,23,140.43,0.52,1.405,0.4911,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,25,125.0,135.0,unfit,23,142.24,0.7,2.258,0.9284,True,True,False,rr_ratio_high
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,26,130.0,140.0,unfit,23,138.22,0.75,2.419,0.9355,True,True,False,rr_ratio_high
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,27,135.0,145.0,unfit,23,137.79,0.75,2.273,0.9677,True,True,False,rr_ratio_high
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,28,140.0,150.0,excellent,25,150.31,0.47,1.306,0.9651,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,29,145.0,155.0,unfit,24,149.03,0.46,1.243,0.4853,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,30,150.0,160.0,unfit,25,151.74,0.46,1.278,0.4925,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,31,155.0,165.0,unfit,25,150.31,0.68,2.267,0.0,True,True,False,rr_ratio_high
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,32,160.0,170.0,unfit,24,143.01,0.68,2.267,0.9376,True,True,False,rr_ratio_high
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,33,165.0,175.0,unfit,24,145.57,0.72,2.323,0.9573,True,True,False,rr_ratio_high
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,34,170.0,180.0,unfit,23,133.6,0.72,2.323,0.9829,True,True,False,rr_ratio_high
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,35,175.0,185.0,unfit,22,138.92,0.69,2.226,0.975,True,True,False,rr_ratio_high
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,36,180.0,190.0,unfit,26,155.28,0.74,2.467,0.9828,True,True,False,rr_ratio_high
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,37,185.0,195.0,unfit,26,153.85,0.74,2.467,0.477,True,True,False,rr_ratio_high
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,38,190.0,200.0,unfit,25,153.35,0.45,1.216,0.49,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,39,195.0,205.0,unfit,26,153.37,0.45,1.216,0.4932,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,40,200.0,210.0,excellent,27,160.0,0.45,1.452,0.8937,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,41,205.0,215.0,unfit,27,161.83,0.42,1.355,0.4683,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,42,210.0,220.0,excellent,25,153.52,0.42,1.135,0.9788,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,43,215.0,225.0,unfit,25,150.47,0.46,1.278,0.4941,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,44,220.0,230.0,unfit,25,149.38,0.46,1.278,0.4806,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,45,225.0,235.0,unfit,25,150.94,0.45,1.216,0.4885,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,46,230.0,240.0,unfit,25,152.38,0.45,1.216,0.4943,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,47,235.0,245.0,excellent,25,149.53,0.49,1.324,0.9886,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,48,240.0,250.0,excellent,24,146.96,0.49,1.324,0.9814,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,49,245.0,255.0,unfit,25,153.52,0.48,1.548,0.4854,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,50,250.0,260.0,unfit,26,153.22,0.48,1.548,0.4779,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,51,255.0,265.0,excellent,25,145.02,0.52,1.405,0.9578,True,True,True,all_pass
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,52,260.0,270.0,unfit,23,138.66,0.55,1.486,0.4794,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,53,265.0,275.0,unfit,23,137.79,0.55,1.486,0.4816,True,True,True,template_low
S01_20260510_151202_cleaned.csv,BP-protocol,S01,100,54,270.0,280.0,excellent,24,146.96,0.49,1.324,0.9906,True,True,True,all_pass
S14_01_20260501_195111_cleaned.csv,BP-protocol,S14,100,0,0.0,10.0,excellent,14,81.85,0.98,1.607,0.9428,True,True,True,all_pass
S14_01_20260501_195111_cleaned.csv,BP-protocol,S14,100,1,5.0,15.0,excellent,14,81.85,0.75,1.056,0.9983,True,True,True,all_pass
S14_01_20260501_195111_cleaned.csv,BP-protocol,S14,100,2,10.0,20.0,excellent,14,81.76,0.75,1.056,0.9976,True,True,True,all_pass
S14_01_20260501_195111_cleaned.csv,BP-protocol,S14,100,3,15.0,25.0,excellent,13,81.63,0.78,1.114,0.9988,True,True,True,all_pass
S14_01_20260501_195111_cleaned.csv,BP-protocol,S14,100,4,20.0,30.0,excellent,13,81.91,0.78,1.13,0.9994,True,True,True,all_pass
S14_01_20260501_195111_cleaned.csv,BP-protocol,S14,100,5,25.0,35.0,excellent,14,83.87,0.75,1.087,0.999,True,True,True,all_pass
S14_01_20260501_195111_cleaned.csv,BP-protocol,S14,100,6,30.0,40.0,excellent,14,83.78,0.74,1.088,0.9992,True,True,True,all_pass
S14_01_20260501_195111_cleaned.csv,BP-protocol,S14,100,7,35.0,45.0,excellent,15,85.63,0.74,1.104,0.998,True,True,True,all_pass
S14_01_20260501_195111_cleaned.csv,BP-protocol,S14,100,8,40.0,50.0,excellent,14,84.78,0.76,1.134,0.9962,True,True,True,all_pass
S14_01_20260501_195111_cleaned.csv,BP-protocol,S14,100,9,45.0,55.0,unfit,15,90.42,0.76,2.375,0.9983,True,True,False,rr_ratio_high
S14_01_20260501_195111_cleaned.csv,BP-protocol,S14,100,10,50.0,60.0,unfit,16,92.12,0.73,2.281,0.9913,True,True,False,rr_ratio_high
S14_01_20260501_195111_cleaned.csv,BP-protocol,S14,100,11,55.0,65.0,excellent,14,83.96,0.74,1.057,0.999,True,True,True,all_pass
